text|target_emotion|intensity|admiration|amusement|anger|annoyance|approval|caring|confusion|curiosity|desire|disappointment|disapproval|disgust|embarrassment|excitement|fear|gratitude|grief|joy|love|nervousness|optimism|pride|realization|relief|remorse|sadness|surprise|neutral|sadness|joy|love|anger|fear|surprise|
I felt anger of a friend when she met \a date\" and become nervous á|3|2|0.01051|0.01771|0.02759|0.04501|0.02069|0.03197|0.00679|0.00618|0.01191|0.12372|0.01319|0.07878|0.09929|0.01476|0.33389|0.01336|0.01211|0.01382|0.02456|0.08054|0.00919|0.00667|0.02646|0.00936|0.05008|0.27482|0.01476|0.06444|0.00688|0.01138|0.00517|0.01189|0.98376|0.01249|
When I knew almost the same day about two great friends of mine that had serious existential crisis, and mainly when I notice that I'm in the same situation that they are, but I didn't realize it.|4|3|0.00713|0.01123|0.00327|0.01541|0.09646|0.00432|0.14404|0.01332|0.02607|0.06051|0.01618|0.00715|0.01073|0.0189|0.03006|0.00383|0.00511|0.0047|0.00378|0.01315|0.05393|0.00509|0.41102|0.00545|0.01485|0.02006|0.08029|0.23229|0.01113|0.66651|0.00393|0.11337|0.10578|0.00585|
When some friends and I get acquainted a guy during vacations I thought he was disgusted and \a friend\" of mine for whom I feel a á|5|1|0.00165|0.01141|0.12377|0.31612|0.00696|0.0053|0.00512|0.00698|0.00476|0.03238|0.0159|0.08123|0.01312|0.00118|0.00602|0.00174|0.00189|0.00288|0.00626|0.00297|0.00487|0.0017|0.01688|0.00169|0.00311|0.01137|0.00255|0.4116|0.00739|0.00874|0.00951|0.99083|0.00778|0.00821|
I felt shame when I had to talk with a person that I hadn't seen for many years. Shame that he wouldn't recognize me or that I wouldn't know what to say.|6|3|0.01003|0.01686|0.02468|0.04334|0.00702|0.00809|0.01408|0.01542|0.00736|0.15155|0.01964|0.12128|0.17025|0.00736|0.05921|0.01344|0.0122|0.00885|0.01431|0.02323|0.00679|0.00506|0.03109|0.00684|0.11881|0.37165|0.02277|0.03633|0.96874|0.00409|0.00113|0.02273|0.00976|0.00206|
When I wished secretly and lied to a friend of mine because I didn't want her to stay in my house on the beach (as she always does), and wouldn't stick on me.|7|1|0.0012|0.00437|0.01065|0.02631|0.01395|0.02096|0.00872|0.00643|0.09287|0.05537|0.06651|0.00231|0.00395|0.0027|0.00202|0.00196|0.00161|0.00569|0.01756|0.00323|0.01702|0.00229|0.03791|0.0037|0.00558|0.02879|0.00339|0.55928|0.0201|0.01026|0.00473|0.94068|0.08892|0.0027|
When I entered University.|1|4|0.00489|0.0019|0.0018|0.00403|0.02115|0.00351|0.00663|0.00567|0.00644|0.00643|0.00226|0.00094|0.00108|0.0067|0.00127|0.00074|0.00064|0.0031|0.00252|0.00117|0.01135|0.00113|0.03285|0.00115|0.00082|0.00467|0.00573|0.88174|0.00982|0.07745|0.00384|0.38512|0.71969|0.00862|
I have been afraid several times. What marked me was that I almost didn't enter University.|2|4|0.01134|0.01768|0.01638|0.02395|0.05668|0.0285|0.04324|0.0198|0.01196|0.04194|0.02209|0.0652|0.02843|0.0211|0.73372|0.02166|0.00825|0.00851|0.01383|0.06597|0.03487|0.00662|0.04535|0.00819|0.017|0.05628|0.02827|0.09467|0.01147|0.01403|0.00556|0.01389|0.98235|0.0083|
I'm crazy about football. When my team lost a goal in the Paulist championship, and so it lost the classifications.|3|4|0.04062|0.04029|0.02931|0.16344|0.03689|0.00866|0.02009|0.01178|0.01273|0.17252|0.0144|0.02149|0.02918|0.0846|0.02811|0.00268|0.00871|0.05283|0.00244|0.02038|0.01361|0.01068|0.0855|0.00835|0.01002|0.07959|0.05972|0.03552|0.4149|0.00481|0.00058|0.10397|0.07493|0.00287|
When my grandmother, my second mother died.|4|3|0.00504|0.00419|0.0044|0.00863|0.00874|0.00293|0.0046|0.00497|0.00843|0.03358|0.00456|0.00291|0.00363|0.0077|0.00375|0.00198|0.00175|0.00446|0.00325|0.00316|0.00554|0.0024|0.03997|0.00228|0.00483|0.09523|0.00997|0.77516|0.96644|0.00403|0.00176|0.00456|0.01568|0.00227|
When a girl that I liked didn't accept my curting.|5|3|0.0041|0.00212|0.00544|0.03578|0.03578|0.00458|0.00737|0.00277|0.00408|0.02567|0.23168|0.00294|0.00215|0.0012|0.00082|0.00057|0.00057|0.00181|0.01289|0.00087|0.00472|0.0008|0.01694|0.00141|0.00073|0.00593|0.0013|0.60901|0.00426|0.01301|0.79338|0.12711|0.01658|0.00617|
When I had my first sexual relation and it didn't work.|6|4|0.00152|0.00373|0.00303|0.01664|0.02056|0.00237|0.01007|0.00167|0.00252|0.02451|0.0907|0.00294|0.00256|0.0021|0.00118|0.00061|0.00054|0.00309|0.00268|0.00111|0.00415|0.00074|0.03119|0.00139|0.00107|0.00881|0.00232|0.74292|0.00525|0.04871|0.02654|0.69294|0.14891|0.00333|
When my father had a serious fight with my sister, because of me.|7|2|0.00524|0.007|0.03388|0.07607|0.01765|0.0138|0.00625|0.00432|0.01893|0.26939|0.014|0.01186|0.01793|0.00779|0.0157|0.00202|0.00513|0.00864|0.00513|0.01448|0.00604|0.00493|0.06555|0.00496|0.01847|0.33805|0.00864|0.28312|0.01603|0.01809|0.00437|0.97477|0.05675|0.00567|
When I met a girl and asked her for a date and she agreed, (I thought this girl would never like me), this was an emotion of joy.|1|2|0.04909|0.01282|0.00138|0.00516|0.25187|0.01448|0.00814|0.00782|0.01286|0.01131|0.00894|0.00164|0.00302|0.14198|0.00231|0.02098|0.00312|0.38115|0.03445|0.00368|0.01097|0.00525|0.0263|0.01033|0.00279|0.01255|0.0179|0.05309|0.00276|0.97953|0.01435|0.00414|0.00145|0.0019|
The same fact about the girl (22 years, married - guilt - disgust), the fear was the main factor in our relationship.|2|4|0.00547|0.00961|0.01274|0.04057|0.10136|0.02881|0.01876|0.00961|0.00839|0.05205|0.01893|0.06995|0.03479|0.01147|0.53724|0.01006|0.00558|0.00516|0.01283|0.05747|0.01511|0.00513|0.0647|0.00652|0.01823|0.04183|0.01353|0.20206|0.00782|0.01437|0.00293|0.63227|0.36707|0.00226|
About the car (sadness) I felt anger the way I acted after negotiating it.|3|3|0.00727|0.01561|0.0922|0.05805|0.00836|0.02247|0.00393|0.00426|0.01125|0.10964|0.01556|0.03718|0.04165|0.00554|0.0314|0.01075|0.0076|0.01041|0.01887|0.01686|0.00843|0.00347|0.01163|0.00603|0.06561|0.63297|0.00404|0.02916|0.00483|0.03399|0.00957|0.98198|0.01328|0.00444|
To buy a car and didn't like the business and the car.|4|4|0.00305|0.00147|0.01229|0.03739|0.01443|0.00586|0.00544|0.00179|0.00143|0.01357|0.22969|0.00444|0.00201|0.00113|0.0011|0.00086|0.00046|0.00108|0.00166|0.00068|0.00308|0.00069|0.0097|0.00113|0.00079|0.00451|0.00136|0.7842|0.00303|0.16281|0.01389|0.66569|0.0546|0.00422|
I met a girl (22 years old), married. I liked her. I asked her for a date and I kissed her. I discovered that she lived nearby where I passed every day. I got amused thinking that her husband would be ... or me . I didn't talked to her anymore.|5|3|0.02631|0.20989|0.0039|0.02299|0.04202|0.00157|0.00309|0.0032|0.0045|0.01204|0.00816|0.00383|0.00539|0.01406|0.00124|0.00079|0.00143|0.04669|0.12145|0.00228|0.00257|0.00228|0.02549|0.00205|0.00122|0.00565|0.00531|0.14109|0.00097|0.82109|0.01069|0.02186|0.00117|0.01512|
When my mother looked in my drawer (where I keep my personal things) and she found some porno photos that I have kept from more than a week, and split it.|6|4|0.00685|0.00308|0.00236|0.00811|0.01421|0.00239|0.00506|0.00396|0.00189|0.00475|0.00359|0.00188|0.00143|0.0028|0.00109|0.00078|0.0005|0.0015|0.00293|0.00088|0.00376|0.00096|0.01811|0.00096|0.00075|0.00378|0.00204|0.94431|0.00461|0.04155|0.00572|0.72746|0.33771|0.0136|
About the girl (22 years, married) I felt guilty of the relationship.|7|4|0.0071|0.01098|0.02552|0.02637|0.02033|0.02034|0.00926|0.0104|0.01403|0.08131|0.01477|0.01567|0.0425|0.00988|0.01942|0.00892|0.01114|0.00972|0.0095|0.01428|0.00713|0.00377|0.02961|0.00684|0.34103|0.60079|0.01206|0.06811|0.98792|0.00313|0.0024|0.00717|0.00358|0.00205|
I felt joy when I red my name in the list of the approved in the entrance college examination.|1|3|0.04843|0.02159|0.00491|0.00781|0.01655|0.01763|0.00466|0.00519|0.00678|0.02226|0.00777|0.00431|0.00896|0.09661|0.00395|0.04195|0.0053|0.5658|0.02201|0.00616|0.00644|0.00634|0.01187|0.0144|0.00777|0.13404|0.02567|0.03044|0.00306|0.99161|0.0057|0.00564|0.00218|0.00279|
I was visiting my parents in law when the house was invaded by three strange men, and they committed an armed assault.|2|4|0.00198|0.00376|0.01496|0.03684|0.01543|0.00934|0.00349|0.00371|0.01111|0.02765|0.00467|0.01126|0.00647|0.00458|0.02024|0.00229|0.00177|0.00347|0.00423|0.00688|0.00461|0.00243|0.03387|0.00217|0.00444|0.03771|0.0056|0.72154|0.00346|0.00768|0.00325|0.01631|0.93071|0.05567|
Nearby the end of the year my wife and I were having a car ride, when it appears another vehicle, driven by a drunk driver and provokes an accident.|3|3|0.00289|0.00668|0.00674|0.01997|0.00984|0.0044|0.00569|0.00449|0.02777|0.05297|0.00501|0.00431|0.00551|0.00781|0.00582|0.00137|0.0023|0.00837|0.01168|0.00529|0.00637|0.00345|0.06412|0.0028|0.00497|0.06112|0.00889|0.75279|0.00745|0.00702|0.00213|0.57063|0.71513|0.00646|
To have a friend who I didn't see for months, and under the circumstances that I met him made me feel happy, and perhaps because it has been one of the good things that I learned with this friend.|1|2|0.08971|0.01528|0.00364|0.00951|0.05228|0.04796|0.0043|0.00483|0.01029|0.01013|0.01021|0.00307|0.00359|0.0686|0.0019|0.04434|0.00295|0.6834|0.01849|0.00275|0.02162|0.00628|0.01014|0.01476|0.00212|0.01558|0.00498|0.07245|0.00314|0.99156|0.00514|0.00309|0.00219|0.00284|
When I left a carnaval ball at 4 o'clock a.m. I was alone in a foreign city and I had to go back home, when a guy appeared and tried to \catch me\"."|2|2|0.00314|0.00503|0.00264|0.00799|0.00902|0.00421|0.00844|0.00531|0.01377|0.02166|0.00334|0.00204|0.00292|0.00788|0.00261|0.00146|0.00139|0.00609|0.00305|0.00291|0.00793|0.00218|0.06087|0.00218|0.00328|0.02302|0.00884|0.84035|0.15203|0.01059|0.00129|0.03837|0.6822|0.00364|
The fact that I hadn't been informed about something and I had the greatest trust in this person.|3|3|0.3832|0.00074|0.00171|0.01033|0.29197|0.03503|0.00395|0.00328|0.00876|0.00796|0.00947|0.00109|0.00087|0.0062|0.00191|0.0063|0.00086|0.00356|0.00372|0.00094|0.06262|0.00231|0.0176|0.00193|0.00082|0.00192|0.00184|0.11386|0.00195|0.97013|0.0038|0.01805|0.00836|0.00384|
A friend of mine lent me his apartment for holidays and besides this he was a fine person. Months later I knew that he died tragically in a moto accident. He was very young, and I felt sad and couldn't believe it (until today).|4|3|0.03229|0.01116|0.00971|0.01633|0.01835|0.02452|0.00678|0.00594|0.01209|0.11932|0.01996|0.00835|0.01698|0.01311|0.01227|0.01296|0.00871|0.02704|0.023|0.0123|0.01101|0.00523|0.01973|0.01073|0.03714|0.80967|0.00836|0.06925|0.99101|0.00535|0.00425|0.00309|0.00291|0.00319|
In contact with a poor family of northeast it was offered to me a crab to eat at my request. But the fact that this crab was prepared antihygienically and his appearence was also antihygienically it caused me disgust but I ate it anyway.|5|2|0.00211|0.01237|0.10593|0.35879|0.01494|0.00421|0.00686|0.005|0.00276|0.0515|0.06485|0.1911|0.02598|0.00158|0.00896|0.00338|0.00253|0.00308|0.00377|0.00342|0.00365|0.00219|0.02131|0.00276|0.00634|0.0213|0.00293|0.29963|0.03615|0.02507|0.00308|0.9534|0.00808|0.00285|
It was my birthday and all the members of the group made me a surprise in a public place at 10 p.m. giving me flowers and suvenirs.|6|2|0.01945|0.01313|0.00718|0.00907|0.01692|0.0089|0.02269|0.03805|0.01497|0.01912|0.00813|0.00379|0.00982|0.23485|0.00857|0.02379|0.00725|0.06233|0.00759|0.00947|0.02015|0.00825|0.03994|0.00837|0.01789|0.01935|0.7295|0.03672|0.00132|0.738|0.0052|0.02376|0.0163|0.03297|
Attending to a demand made by a client (I work in a bank) I suggested her an application of money in a week ahead, but I informed her wrongly. The client arrived a week after and the application wasn't made and she lost with this a lot of time and money.|7|1|0.00084|0.00177|0.00227|0.01391|0.05122|0.00466|0.01116|0.00361|0.00903|0.01786|0.01026|0.0014|0.00157|0.00191|0.00176|0.00075|0.0006|0.00113|0.00104|0.0013|0.00827|0.00082|0.06667|0.00121|0.00247|0.00837|0.00218|0.8148|0.03006|0.02248|0.00222|0.70334|0.21844|0.00272|
When, after a long time of searching I got my first job.|1|3|0.01086|0.00185|0.00163|0.0054|0.03224|0.00478|0.0166|0.01919|0.02684|0.01341|0.00221|0.00101|0.00139|0.01692|0.00194|0.00143|0.00148|0.00638|0.0028|0.00197|0.04359|0.00209|0.08652|0.00237|0.00173|0.00474|0.01849|0.58642|0.00424|0.77445|0.00414|0.04362|0.20186|0.01208|
After some time of work I was transferred to another place and in an other quite harder job.|2|2|0.01039|0.00302|0.00321|0.02217|0.05499|0.02445|0.00338|0.00133|0.01298|0.10481|0.01544|0.00499|0.00422|0.00418|0.00448|0.00231|0.00183|0.00682|0.00139|0.00301|0.02525|0.00221|0.04664|0.0036|0.00283|0.05437|0.00219|0.38814|0.07922|0.10431|0.00148|0.38067|0.24761|0.00503|
When I used to go to my chief asking about any doubt about the job and he didn't care, didn't answer me, leaving me speaking alone.|3|2|0.00098|0.00145|0.00406|0.02432|0.015|0.00866|0.01316|0.00452|0.00183|0.00898|0.04285|0.00146|0.00104|0.00127|0.0007|0.00051|0.00033|0.00119|0.00095|0.00073|0.00398|0.00056|0.01621|0.00114|0.00064|0.0033|0.00129|0.89766|0.2784|0.00461|0.00085|0.42391|0.09511|0.00146|
When I knew that a person that I liked very much didn't react the way I would like to, even that I knew about his feelings for me.|4|2|0.00693|0.00434|0.00223|0.0154|0.26091|0.01147|0.01387|0.00701|0.05346|0.0259|0.01878|0.00165|0.0025|0.00376|0.0025|0.00102|0.00158|0.00342|0.09515|0.00298|0.02545|0.00213|0.09047|0.00264|0.00258|0.00776|0.00235|0.44237|0.01054|0.00918|0.92591|0.07738|0.01083|0.00644|
When I knew that a person who I didn't like, had about me other feelings.|5|2|0.00125|0.00576|0.00262|0.01761|0.03662|0.00306|0.01847|0.00302|0.00926|0.03622|0.01704|0.00216|0.00272|0.00218|0.00207|0.00036|0.00086|0.00196|0.00533|0.00251|0.00821|0.00108|0.09052|0.00156|0.00181|0.0129|0.00253|0.70208|0.01016|0.01296|0.30976|0.18003|0.12968|0.00344|
After lot of explanation, to fail in my work.|6|1|0.00691|0.00302|0.01156|0.05598|0.03259|0.0212|0.01256|0.00319|0.02201|0.41911|0.18562|0.00949|0.01286|0.00555|0.00763|0.00281|0.00457|0.00556|0.00362|0.008|0.02463|0.00406|0.07324|0.00634|0.01086|0.13548|0.01015|0.25509|0.51591|0.01075|0.00093|0.36498|0.07721|0.00251|
My brother and I were at home watching a TV program when I started to tease  him and in this joke I hurt him without knowing the seriousness of it I went on. He got angry and gave it back to me. At this moment I felt anger at him but knowing that it was my fault.|7|1|0.00283|0.01647|0.35867|0.37016|0.00959|0.00917|0.00672|0.00638|0.00889|0.05905|0.01897|0.05873|0.03114|0.00219|0.00881|0.00267|0.00338|0.00351|0.00364|0.00437|0.00673|0.00216|0.02289|0.00223|0.03485|0.04305|0.00355|0.0528|0.00965|0.00812|0.0052|0.98665|0.00952|0.00434|
When a person that I like very much got near to me.|1|4|0.03399|0.00387|0.00243|0.00672|0.08161|0.01029|0.00287|0.00596|0.03277|0.01011|0.00605|0.00184|0.00197|0.00888|0.00209|0.00198|0.00123|0.02147|0.75176|0.0023|0.01624|0.00247|0.01378|0.00238|0.00105|0.00736|0.00244|0.15221|0.0084|0.08017|0.00747|0.47825|0.78797|0.01892|
I was at home alone, and heard noises on the roof, and doorknobs, and drawers.|2|2|0.00175|0.00358|0.00504|0.01545|0.0169|0.01082|0.00869|0.00509|0.00399|0.01448|0.00474|0.00617|0.00509|0.00542|0.02554|0.00239|0.00135|0.00355|0.00235|0.00717|0.00336|0.00167|0.03496|0.00255|0.00523|0.02454|0.00814|0.6589|0.01795|0.006|0.00157|0.19303|0.82429|0.0066|
When a person is privileged in account of situations that are unjust, and disloyal to colleagues and friends.|3|2|0.0053|0.00149|0.04264|0.21174|0.04557|0.01845|0.00317|0.00265|0.00287|0.08379|0.1153|0.0246|0.01002|0.00147|0.00352|0.00165|0.00146|0.00233|0.00166|0.00209|0.00535|0.00141|0.01799|0.00203|0.00333|0.01536|0.00272|0.30992|0.03409|0.09139|0.00172|0.80604|0.00728|0.00202|
When I was betrayed by a friend, and decided to stay apart form her.|4|3|0.00234|0.00285|0.04716|0.08378|0.01426|0.0187|0.00557|0.00285|0.02284|0.21682|0.03611|0.01089|0.01205|0.00205|0.01057|0.00175|0.00311|0.00224|0.00306|0.00604|0.00965|0.00237|0.04583|0.00337|0.01802|0.19138|0.00323|0.32891|0.25724|0.00671|0.00128|0.03946|0.66001|0.00219|
After a serie of facts that occurred between a colleague and me I started to feel a certain necessity to get apart and I didn't want to see her anymore.|5|4|0.00197|0.00468|0.00724|0.02969|0.0332|0.01129|0.03908|0.00751|0.05768|0.24864|0.21887|0.00548|0.01134|0.00572|0.00923|0.00334|0.00411|0.00705|0.01328|0.00983|0.01477|0.00376|0.10762|0.00692|0.01201|0.10373|0.00846|0.25998|0.0024|0.97623|0.01793|0.00321|0.0031|0.00186|
I went to study in a public library but I didn't know it well. I got a book and wanted to study hearing music. Then I went to a place were I could do it, but when I passed by a door a bell rang and a man came saying that I couldn't leave with the book.|6|1|0.00423|0.00247|0.00187|0.00914|0.06538|0.00487|0.02293|0.00725|0.03857|0.02384|0.00996|0.00127|0.0016|0.0043|0.00234|0.00119|0.00118|0.00186|0.00259|0.00184|0.04186|0.00159|0.12272|0.002|0.0022|0.00601|0.00473|0.64405|0.00485|0.19031|0.00326|0.4826|0.21039|0.00604|
I broke the gutar of a colleague but as it happened in a moment when nobody was present I could escape from the guilt.|7|3|0.00447|0.016|0.03336|0.03646|0.01981|0.01687|0.01686|0.0168|0.01843|0.1007|0.02125|0.01957|0.06142|0.00895|0.02554|0.0139|0.01411|0.00734|0.00728|0.01689|0.00726|0.00417|0.04739|0.0076|0.44115|0.49738|0.01541|0.08786|0.82073|0.00533|0.00088|0.22917|0.01193|0.00161|
I made the college entrance examinations for P.U.C. It was what I wanted more. When the first list came out I got frustrated. I wasn't in. When the second list came out without hopes I started to read the newspaper and my name was thre. I was in the bus and felt like crying so that everybody could hear me. The cry was hold, and 1982 became forever a mask in my life.|1|4|0.0061|0.00828|0.02506|0.07639|0.01043|0.01386|0.00635|0.00415|0.03157|0.38328|0.02502|0.0172|0.03304|0.00423|0.01913|0.00404|0.00678|0.00732|0.01257|0.01479|0.00868|0.00453|0.05243|0.00596|0.03583|0.50245|0.00484|0.09404|0.13104|0.00188|0.00082|0.5284|0.02483|0.00092|
I remember when I was a child of a storm that made me terribly afraid. I thought that the house was coming down and that in the next day I would be dead. Everybody was awake and I stayed all night in bed without falling asleep.|2|4|0.0146|0.01791|0.0102|0.01645|0.05011|0.02446|0.02152|0.01226|0.01205|0.04667|0.01317|0.04585|0.02992|0.02096|0.68126|0.02129|0.00862|0.00836|0.01488|0.06342|0.02954|0.00613|0.04389|0.00729|0.02196|0.10071|0.02682|0.0755|0.01103|0.01193|0.00588|0.00659|0.98312|0.01236|
Once in my work it happened a fight between the person in charge and me. I got so angry and spoke out everything I felt at the moment.|3|3|0.00577|0.01243|0.63986|0.21612|0.00432|0.01446|0.00622|0.00682|0.00838|0.0296|0.01996|0.04254|0.01419|0.00363|0.00698|0.00843|0.00311|0.00629|0.00361|0.00284|0.01383|0.00225|0.00931|0.0026|0.02225|0.03554|0.0061|0.02922|0.00671|0.00837|0.00532|0.98738|0.01077|0.00486|
I remember the day my father died. I was 11 years old and my sadness was so great that until today I remember everything about that day, from the clothes I was wearing to the reactions of people, the despair of my mother and brother. It marked me a lot and was the greatest sadness I felt.|4|4|0.0239|0.01707|0.00922|0.01227|0.01265|0.01652|0.00774|0.00621|0.02035|0.15197|0.01061|0.01006|0.02429|0.01695|0.02998|0.02087|0.01152|0.02579|0.02421|0.02051|0.01546|0.00627|0.02754|0.01042|0.05822|0.82728|0.01106|0.03174|0.929|0.02273|0.0017|0.00582|0.0032|0.00107|
I was sitting in school, waiting for my sister to go home. Suddenly a boy put fire in a paper and threw it were I was sitting. The paper didn't get me, but I felt terribly disgusted at this cowardliness and irresponsibility that caused a great discussion. We went to the director and he, drunk as always, said that I was ... attention in school. I felt disgust of this situation, and of the persons implicated in it.|5|4|0.00504|0.00905|0.11924|0.22958|0.0057|0.00667|0.00761|0.00856|0.00316|0.09565|0.02914|0.22262|0.07163|0.00234|0.02921|0.00533|0.00439|0.00411|0.0044|0.00693|0.00401|0.00245|0.01467|0.00295|0.02751|0.06304|0.00494|0.03105|0.00711|0.00792|0.00767|0.98663|0.00603|0.00662|
